week_start_date,district,average_temperature,average_rainfall
2019-05-13,Mullaitivu,31.89,0.23
2019-05-20,Mullaitivu,30.79,2.09
2019-05-27,Mullaitivu,31.85,0.19
2019-06-03,Mullaitivu,31.31,1.1
2019-06-10,Mullaitivu,31.51,0.19
2019-06-17,Mullaitivu,32.19,0.0
2019-06-24,Mullaitivu,31.73,0.1
2019-07-01,Mullaitivu,31.56,0.0
2019-07-08,Mullaitivu,30.99,1.23
2019-07-15,Mullaitivu,30.46,0.8
2019-07-22,Mullaitivu,30.3,0.91
2019-07-29,Mullaitivu,31.26,0.01
2019-08-05,Mullaitivu,30.16,1.14
2019-08-12,Mullaitivu,30.3,4.51
2019-08-19,Mullaitivu,29.94,0.67
2019-08-26,Mullaitivu,30.49,0.37
2019-09-02,Mullaitivu,31.14,0.09
2019-09-09,Mullaitivu,29.85,4.89
2019-09-16,Mullaitivu,29.21,10.21
2019-09-23,Mullaitivu,27.51,4.89
2019-09-30,Mullaitivu,27.11,2.93
2019-10-07,Mullaitivu,27.29,1.63
2019-10-14,Mullaitivu,26.81,9.41
2019-10-21,Mullaitivu,26.41,12.2
2019-10-28,Mullaitivu,26.46,8.89
2019-11-04,Mullaitivu,27.44,1.69
2019-11-11,Mullaitivu,26.73,5.21
2019-11-18,Mullaitivu,27.24,4.53
2019-11-25,Mullaitivu,26.57,16.21
2019-12-02,Mullaitivu,26.19,10.8
2019-12-09,Mullaitivu,26.24,5.24
2019-12-16,Mullaitivu,26.5,5.77
2019-12-23,Mullaitivu,26.3,10.86
2019-12-30,Mullaitivu,26.66,1.91
2020-01-06,Mullaitivu,26.59,0.89
2020-01-13,Mullaitivu,25.96,1.66
2020-01-20,Mullaitivu,26.79,1.97
2020-01-27,Mullaitivu,26.54,0.09
2020-02-03,Mullaitivu,26.74,1.14
2020-02-10,Mullaitivu,26.98,0.56
2020-02-17,Mullaitivu,26.8,1.96
2020-02-24,Mullaitivu,27.24,0.34
2020-03-02,Mullaitivu,27.03,0.23
2020-03-09,Mullaitivu,27.71,0.2
2020-03-16,Mullaitivu,27.93,0.71
2020-03-23,Mullaitivu,28.09,0.09
2020-03-30,Mullaitivu,28.24,1.84
2020-04-06,Mullaitivu,29.1,0.29
2020-04-13,Mullaitivu,29.18,0.57
2020-04-20,Mullaitivu,29.72,0.47
2020-04-27,Mullaitivu,29.9,0.8
2020-05-04,Mullaitivu,29.59,3.74
2020-05-11,Mullaitivu,28.76,2.97
2020-05-18,Mullaitivu,31.18,0.24
2020-05-25,Mullaitivu,31.12,0.67
2020-06-01,Mullaitivu,30.48,0.73
2020-06-08,Mullaitivu,31.11,0.69
2020-06-15,Mullaitivu,32.08,0.41
2020-06-22,Mullaitivu,29.48,2.99
2020-06-29,Mullaitivu,30.55,2.33
2020-07-06,Mullaitivu,29.75,6.3
2020-07-13,Mullaitivu,29.79,0.8
2020-07-20,Mullaitivu,28.99,2.44
2020-07-27,Mullaitivu,29.18,1.79
2020-08-03,Mullaitivu,29.56,0.81
2020-08-10,Mullaitivu,30.41,0.1
2020-08-17,Mullaitivu,30.67,0.77
2020-08-24,Mullaitivu,30.2,3.31
2020-08-31,Mullaitivu,28.64,7.57
2020-09-07,Mullaitivu,29.04,0.64
2020-09-14,Mullaitivu,30.46,0.54
2020-09-21,Mullaitivu,29.79,1.79
2020-09-28,Mullaitivu,30.11,2.16
2020-10-05,Mullaitivu,29.8,1.24
2020-10-12,Mullaitivu,30.15,2.64
2020-10-19,Mullaitivu,29.99,1.6
2020-10-26,Mullaitivu,28.08,1.53
2020-11-02,Mullaitivu,27.5,5.86
2020-11-09,Mullaitivu,26.61,15.01
2020-11-16,Mullaitivu,26.99,7.64
2020-11-23,Mullaitivu,26.23,18.66
2020-11-30,Mullaitivu,26.02,26.33
2020-12-07,Mullaitivu,26.19,1.96
2020-12-14,Mullaitivu,25.69,11.41
2020-12-21,Mullaitivu,25.5,15.57
2020-12-28,Mullaitivu,25.81,10.67
2021-01-04,Mullaitivu,25.75,9.99
2021-01-11,Mullaitivu,25.5,40.67
2021-01-18,Mullaitivu,26.03,3.84
2021-01-25,Mullaitivu,25.85,6.44
2021-02-01,Mullaitivu,25.81,2.43
2021-02-08,Mullaitivu,25.59,0.76
2021-02-15,Mullaitivu,25.76,2.14
2021-02-22,Mullaitivu,26.18,0.41
2021-03-01,Mullaitivu,26.99,0.39
2021-03-08,Mullaitivu,27.34,2.16
2021-03-15,Mullaitivu,27.56,0.44
2021-03-22,Mullaitivu,28.15,1.11
2021-03-29,Mullaitivu,29.91,0.09
2021-04-05,Mullaitivu,28.29,0.49
2021-04-12,Mullaitivu,28.06,5.19
2021-04-19,Mullaitivu,29.12,0.29
2021-04-26,Mullaitivu,28.7,1.79
2021-05-03,Mullaitivu,28.21,4.33
2021-05-10,Mullaitivu,29.15,3.76
2021-05-17,Mullaitivu,29.36,1.4
2021-05-24,Mullaitivu,30.22,0.14
2021-05-31,Mullaitivu,29.79,2.89
2021-06-07,Mullaitivu,30.04,0.59
2021-06-14,Mullaitivu,30.54,0.04
2021-06-21,Mullaitivu,30.29,3.56
2021-06-28,Mullaitivu,30.26,2.34
2021-07-05,Mullaitivu,29.68,2.01
2021-07-12,Mullaitivu,29.76,1.96
2021-07-19,Mullaitivu,30.41,0.17
2021-07-26,Mullaitivu,30.84,0.24
2021-08-02,Mullaitivu,30.9,2.56
2021-08-09,Mullaitivu,29.59,2.67
2021-08-16,Mullaitivu,29.31,1.46
2021-08-23,Mullaitivu,29.35,1.33
2021-08-30,Mullaitivu,29.41,3.59
2021-09-06,Mullaitivu,30.68,0.17
2021-09-13,Mullaitivu,30.21,7.34
2021-09-20,Mullaitivu,28.95,5.04
2021-09-27,Mullaitivu,28.01,4.8
2021-10-04,Mullaitivu,27.59,3.23
2021-10-11,Mullaitivu,29.11,1.21
2021-10-18,Mullaitivu,28.11,7.99
2021-10-25,Mullaitivu,26.66,16.29
2021-11-01,Mullaitivu,26.25,16.94
2021-11-08,Mullaitivu,26.27,12.63
2021-11-15,Mullaitivu,27.27,10.49
2021-11-22,Mullaitivu,25.94,18.93
2021-11-29,Mullaitivu,26.14,3.21
2021-12-06,Mullaitivu,26.74,3.37
2021-12-13,Mullaitivu,26.21,5.61
2021-12-20,Mullaitivu,26.16,0.63
2021-12-27,Mullaitivu,25.59,9.16
2022-01-03,Mullaitivu,26.0,2.51
2022-01-10,Mullaitivu,26.24,1.93
2022-01-17,Mullaitivu,25.25,0.53
2022-01-24,Mullaitivu,25.31,3.36
2022-01-31,Mullaitivu,25.69,0.09
2022-02-07,Mullaitivu,25.76,11.53
2022-02-14,Mullaitivu,26.3,1.03
2022-02-21,Mullaitivu,26.64,1.21
2022-02-28,Mullaitivu,26.7,1.29
2022-03-07,Mullaitivu,26.94,0.33
2022-03-14,Mullaitivu,27.57,0.1
2022-03-21,Mullaitivu,28.39,0.9
2022-03-28,Mullaitivu,28.14,1.19
2022-04-04,Mullaitivu,26.86,7.0
2022-04-11,Mullaitivu,28.01,5.39
2022-04-18,Mullaitivu,27.86,4.13
2022-04-25,Mullaitivu,29.01,1.4
2022-05-02,Mullaitivu,30.11,0.59
2022-05-09,Mullaitivu,30.05,0.57
2022-05-16,Mullaitivu,29.79,0.24
2022-05-23,Mullaitivu,29.89,0.23
2022-05-30,Mullaitivu,30.46,0.31
2022-06-06,Mullaitivu,30.3,0.13
2022-06-13,Mullaitivu,28.94,6.89
2022-06-20,Mullaitivu,30.1,1.23
2022-06-27,Mullaitivu,30.69,0.87
2022-07-04,Mullaitivu,30.83,0.17
2022-07-11,Mullaitivu,30.23,0.21
2022-07-18,Mullaitivu,29.06,3.14
2022-07-25,Mullaitivu,27.76,2.33
2022-08-01,Mullaitivu,28.37,2.73
2022-08-08,Mullaitivu,29.8,0.36
2022-08-15,Mullaitivu,29.52,2.31
2022-08-22,Mullaitivu,28.75,4.96
2022-08-29,Mullaitivu,27.51,4.2
2022-09-05,Mullaitivu,28.48,0.96
2022-09-12,Mullaitivu,29.27,0.69
2022-09-19,Mullaitivu,29.83,0.34
2022-09-26,Mullaitivu,29.49,3.11
2022-10-03,Mullaitivu,28.69,7.5
2022-10-10,Mullaitivu,26.86,9.99
2022-10-17,Mullaitivu,26.46,7.21
2022-10-24,Mullaitivu,26.89,5.13
2022-10-31,Mullaitivu,26.02,17.0
2022-11-07,Mullaitivu,26.17,13.53
2022-11-14,Mullaitivu,26.53,1.76
2022-11-21,Mullaitivu,26.46,0.34
2022-11-28,Mullaitivu,26.42,6.47
2022-12-05,Mullaitivu,25.29,18.63
2022-12-12,Mullaitivu,26.32,2.27
2022-12-19,Mullaitivu,25.53,10.11
2022-12-26,Mullaitivu,26.05,1.8
2023-01-02,Mullaitivu,25.52,8.07
2023-01-09,Mullaitivu,25.4,0.0
2023-01-16,Mullaitivu,25.59,1.76
2023-01-23,Mullaitivu,25.38,1.51
2023-01-30,Mullaitivu,25.36,23.17
2023-02-06,Mullaitivu,25.91,1.33
2023-02-13,Mullaitivu,25.84,0.37
2023-02-20,Mullaitivu,25.95,0.17
2023-02-27,Mullaitivu,26.34,3.41
2023-03-06,Mullaitivu,26.94,1.03
2023-03-13,Mullaitivu,27.52,1.86
2023-03-20,Mullaitivu,27.64,2.19
2023-03-27,Mullaitivu,27.76,0.16
2023-04-03,Mullaitivu,28.27,0.4
2023-04-10,Mullaitivu,28.95,0.06
2023-04-17,Mullaitivu,29.62,1.61
2023-04-24,Mullaitivu,28.12,7.2
2023-05-01,Mullaitivu,27.48,7.31
2023-05-08,Mullaitivu,29.27,1.7
2023-05-15,Mullaitivu,30.58,1.43
2023-05-22,Mullaitivu,30.69,0.37
2023-05-29,Mullaitivu,31.18,0.27
2023-06-05,Mullaitivu,31.71,0.13
2023-06-12,Mullaitivu,31.17,2.51
2023-06-19,Mullaitivu,30.41,0.76
2023-06-26,Mullaitivu,30.79,0.66
2023-07-03,Mullaitivu,30.03,0.51
2023-07-10,Mullaitivu,30.75,2.0
2023-07-17,Mullaitivu,31.71,0.06
2023-07-24,Mullaitivu,31.52,0.34
2023-07-31,Mullaitivu,31.6,0.54
2023-08-07,Mullaitivu,30.36,1.49
2023-08-14,Mullaitivu,30.73,0.33
2023-08-21,Mullaitivu,30.75,1.11
2023-08-28,Mullaitivu,30.0,9.23
2023-09-04,Mullaitivu,29.71,0.17
2023-09-11,Mullaitivu,30.69,1.07
2023-09-18,Mullaitivu,29.8,4.14
2023-09-25,Mullaitivu,30.09,1.93
2023-10-02,Mullaitivu,29.34,8.71
2023-10-09,Mullaitivu,27.78,14.24
2023-10-16,Mullaitivu,27.16,6.53
2023-10-23,Mullaitivu,27.27,3.47
2023-10-30,Mullaitivu,26.81,10.0
2023-11-06,Mullaitivu,26.36,17.3
2023-11-13,Mullaitivu,26.03,17.11
2023-11-20,Mullaitivu,26.72,19.26
2023-11-27,Mullaitivu,26.31,19.87
2023-12-04,Mullaitivu,26.99,6.74
2023-12-11,Mullaitivu,26.39,17.54
2023-12-18,Mullaitivu,25.94,10.41
2023-12-25,Mullaitivu,26.57,6.33
2024-01-01,Mullaitivu,26.86,2.94
2024-01-08,Mullaitivu,26.79,5.59
2024-01-15,Mullaitivu,26.25,4.37
2024-01-22,Mullaitivu,27.11,0.37
2024-01-29,Mullaitivu,26.99,1.86
2024-02-05,Mullaitivu,27.57,0.23
2024-02-12,Mullaitivu,27.72,1.01
2024-02-19,Mullaitivu,27.89,0.16
2024-02-26,Mullaitivu,28.22,0.31
2024-03-04,Mullaitivu,27.73,0.0
2024-03-11,Mullaitivu,28.44,0.01
2024-03-18,Mullaitivu,28.29,2.43
2024-03-25,Mullaitivu,28.36,0.91
2024-04-01,Mullaitivu,29.4,0.04
2024-04-08,Mullaitivu,28.93,4.73
2024-04-15,Mullaitivu,29.6,0.39
2024-04-22,Mullaitivu,29.74,0.04
2024-04-29,Mullaitivu,31.49,0.19
2024-05-06,Mullaitivu,30.4,7.31
2024-05-13,Mullaitivu,28.26,21.24
2024-05-20,Mullaitivu,28.99,3.57
2024-05-27,Mullaitivu,30.6,6.0
2024-06-03,Mullaitivu,29.4,1.71
2024-06-10,Mullaitivu,30.45,0.01
2024-06-17,Mullaitivu,30.72,0.3
2024-06-24,Mullaitivu,31.03,0.31
2024-07-01,Mullaitivu,30.81,1.3
2024-07-08,Mullaitivu,31.0,0.66
2024-07-15,Mullaitivu,30.93,0.27
2024-07-22,Mullaitivu,32.21,0.04
2024-07-29,Mullaitivu,31.4,1.09
2024-08-05,Mullaitivu,28.71,8.3
2024-08-12,Mullaitivu,28.66,4.39
2024-08-19,Mullaitivu,29.24,2.26
2024-08-26,Mullaitivu,30.16,0.21
2024-09-02,Mullaitivu,31.11,0.94
2024-09-09,Mullaitivu,31.74,0.21
2024-09-16,Mullaitivu,31.56,0.27
2024-09-23,Mullaitivu,30.26,0.41
2024-09-30,Mullaitivu,29.19,4.61
2024-10-07,Mullaitivu,27.24,17.31
2024-10-14,Mullaitivu,27.88,4.11
2024-10-21,Mullaitivu,27.69,6.54
2024-10-28,Mullaitivu,27.22,6.36
2024-11-04,Mullaitivu,26.7,8.03
2024-11-11,Mullaitivu,26.94,8.54
2024-11-18,Mullaitivu,25.99,21.07
2024-11-25,Mullaitivu,25.73,69.23
2024-12-02,Mullaitivu,27.35,0.47
2024-12-09,Mullaitivu,26.41,16.01
2024-12-16,Mullaitivu,26.51,7.07
2024-12-23,Mullaitivu,26.41,3.31
2024-12-30,Mullaitivu,26.26,6.63
2025-01-06,Mullaitivu,25.82,3.47
2025-01-13,Mullaitivu,25.7,14.37
2025-01-20,Mullaitivu,26.06,4.06
2025-01-27,Mullaitivu,26.48,2.56
2025-02-03,Mullaitivu,26.61,0.31
2025-02-10,Mullaitivu,26.34,0.23
2025-02-17,Mullaitivu,27.14,0.01
2025-02-24,Mullaitivu,26.42,12.53
2025-03-03,Mullaitivu,26.82,0.01
2025-03-10,Mullaitivu,26.89,7.07
2025-03-17,Mullaitivu,27.96,0.96
2025-03-24,Mullaitivu,27.83,0.14
2025-03-31,Mullaitivu,27.7,3.94
2025-04-07,Mullaitivu,28.89,1.37
2025-04-14,Mullaitivu,29.39,0.66
2025-04-21,Mullaitivu,29.38,5.34
2025-04-28,Mullaitivu,28.99,7.37
2025-05-05,Mullaitivu,29.78,1.44
2025-05-12,Mullaitivu,30.01,3.11
2025-05-19,Mullaitivu,30.29,1.33
2025-05-26,Mullaitivu,31.04,0.54
2025-06-02,Mullaitivu,31.09,0.71
2025-06-09,Mullaitivu,30.49,0.49
2025-06-16,Mullaitivu,31.24,0.4
2025-06-23,Mullaitivu,30.99,0.24
2025-06-30,Mullaitivu,31.21,0.14
2025-07-07,Mullaitivu,30.96,1.01
2025-07-14,Mullaitivu,30.47,1.93
2025-07-21,Mullaitivu,30.46,0.16
2025-07-28,Mullaitivu,29.6,3.13
2025-08-04,Mullaitivu,28.96,5.7
2025-08-11,Mullaitivu,29.21,1.4
2025-08-18,Mullaitivu,29.54,0.39
2025-08-25,Mullaitivu,30.36,0.39
2025-09-01,Mullaitivu,30.31,4.54
2025-09-08,Mullaitivu,29.19,3.73
2025-09-15,Mullaitivu,29.09,3.39
2025-09-22,Mullaitivu,29.78,0.49
2025-09-29,Mullaitivu,29.74,5.11
2025-10-06,Mullaitivu,28.32,4.84
2025-10-13,Mullaitivu,27.31,14.3
2025-10-20,Mullaitivu,26.56,12.91
2025-10-27,Mullaitivu,28.36,1.07
2025-11-03,Mullaitivu,27.83,3.57
2025-11-10,Mullaitivu,26.34,21.5
2025-11-17,Mullaitivu,26.0,23.1
2025-11-24,Mullaitivu,25.41,57.74
2025-12-01,Mullaitivu,26.73,8.53
2025-12-08,Mullaitivu,25.39,16.91
2025-12-15,Mullaitivu,25.94,6.13
2025-12-22,Mullaitivu,26.04,2.1
2025-12-29,Mullaitivu,25.99,4.56
2026-01-05,Mullaitivu,25.44,12.74
2026-01-12,Mullaitivu,25.52,4.34
2026-01-19,Mullaitivu,25.55,2.57
2026-01-26,Mullaitivu,25.72,4.23
2026-02-02,Mullaitivu,26.36,1.33
2026-02-09,Mullaitivu,26.06,1.6
2026-02-16,Mullaitivu,25.91,6.01
2026-02-23,Mullaitivu,26.5,0.67
2026-03-02,Mullaitivu,26.41,0.2
2026-03-09,Mullaitivu,27.38,1.07
2026-03-16,Mullaitivu,27.66,2.63
2026-03-23,Mullaitivu,28.19,0.0
2026-03-30,Mullaitivu,28.48,1.36
2026-04-06,Mullaitivu,29.5,0.61
2026-04-13,Mullaitivu,29.26,0.61
2026-04-20,Mullaitivu,29.44,0.73
2026-04-27,Mullaitivu,30.61,1.73
2026-05-04,Mullaitivu,29.17,10.27
2026-05-11,Mullaitivu,27.88,13.23
2026-05-18,Mullaitivu,30.54,0.2
2026-05-25,Mullaitivu,30.86,0.34
2026-06-01,Mullaitivu,31.09,0.36
2026-06-08,Mullaitivu,30.43,1.23
2026-06-15,Mullaitivu,30.64,1.06
2026-06-22,Mullaitivu,31.19,1.79
2026-06-29,Mullaitivu,31.47,0.67
2026-07-06,Mullaitivu,31.66,0.77
2026-07-13,Mullaitivu,31.03,0.3
2026-07-20,Mullaitivu,31.09,1.3
2026-07-27,Mullaitivu,31.6,0.25
2013-12-30,Nuwara Eliya,17.01,4.52
2014-01-06,Nuwara Eliya,17.14,4.51
2014-01-13,Nuwara Eliya,17.18,5.43
2014-01-20,Nuwara Eliya,16.61,0.03
2014-01-27,Nuwara Eliya,16.95,3.51
2014-02-03,Nuwara Eliya,16.49,0.0
2014-02-10,Nuwara Eliya,17.31,0.01
2014-02-17,Nuwara Eliya,18.14,2.97
2014-02-24,Nuwara Eliya,18.15,1.21
2014-03-03,Nuwara Eliya,18.03,3.47
2014-03-10,Nuwara Eliya,17.71,0.1
2014-03-17,Nuwara Eliya,18.41,4.56
2014-03-24,Nuwara Eliya,18.36,0.4
2014-03-31,Nuwara Eliya,18.99,5.76
2014-04-07,Nuwara Eliya,18.42,2.34
2014-04-14,Nuwara Eliya,18.86,1.67
2014-04-21,Nuwara Eliya,19.13,9.01
2014-04-28,Nuwara Eliya,18.8,21.84
2014-05-05,Nuwara Eliya,18.73,10.73
2014-05-12,Nuwara Eliya,19.04,3.46
2014-05-19,Nuwara Eliya,19.5,1.46
2014-05-26,Nuwara Eliya,19.39,4.2
2014-06-02,Nuwara Eliya,19.11,6.64
2014-06-09,Nuwara Eliya,19.59,3.63
2014-06-16,Nuwara Eliya,18.89,3.3
2014-06-23,Nuwara Eliya,18.99,2.03
2014-06-30,Nuwara Eliya,19.4,4.43
2014-07-07,Nuwara Eliya,18.64,5.06
2014-07-14,Nuwara Eliya,18.67,2.56
2014-07-21,Nuwara Eliya,19.14,2.47
2014-07-28,Nuwara Eliya,18.91,4.77
2014-08-04,Nuwara Eliya,18.81,4.67
2014-08-11,Nuwara Eliya,18.38,8.49
2014-08-18,Nuwara Eliya,18.25,9.93
2014-08-25,Nuwara Eliya,18.13,2.11
2014-09-01,Nuwara Eliya,18.44,8.09
2014-09-08,Nuwara Eliya,18.46,5.87
2014-09-15,Nuwara Eliya,18.57,3.59
2014-09-22,Nuwara Eliya,18.63,14.26
2014-09-29,Nuwara Eliya,18.23,20.4
2014-10-06,Nuwara Eliya,18.48,4.97
2014-10-13,Nuwara Eliya,17.96,24.4
2014-10-20,Nuwara Eliya,17.92,16.74
2014-10-27,Nuwara Eliya,17.49,11.59
2014-11-03,Nuwara Eliya,17.31,4.89
2014-11-10,Nuwara Eliya,17.66,7.99
2014-11-17,Nuwara Eliya,17.45,25.09
2014-11-24,Nuwara Eliya,17.21,18.64
2014-12-01,Nuwara Eliya,17.79,4.27
2014-12-08,Nuwara Eliya,17.59,9.61
2014-12-15,Nuwara Eliya,17.34,33.24
2014-12-22,Nuwara Eliya,16.19,47.37
2014-12-29,Nuwara Eliya,17.58,1.94
2015-01-05,Nuwara Eliya,16.88,0.3
2015-01-12,Nuwara Eliya,17.38,0.34
2015-01-19,Nuwara Eliya,16.89,1.07
2015-01-26,Nuwara Eliya,17.76,3.13
2015-02-02,Nuwara Eliya,17.41,4.1
2015-02-09,Nuwara Eliya,17.29,10.41
2015-02-16,Nuwara Eliya,15.64,0.31
2015-02-23,Nuwara Eliya,17.5,10.11
2015-03-02,Nuwara Eliya,17.46,1.9
2015-03-09,Nuwara Eliya,17.37,6.76
2015-03-16,Nuwara Eliya,17.76,0.09
2015-03-23,Nuwara Eliya,18.44,4.5
2015-03-30,Nuwara Eliya,18.65,9.7
2015-04-06,Nuwara Eliya,18.53,9.99
2015-04-13,Nuwara Eliya,18.33,12.34
2015-04-20,Nuwara Eliya,18.55,11.54
2015-04-27,Nuwara Eliya,18.61,4.44
2015-05-04,Nuwara Eliya,18.72,20.09
2015-05-11,Nuwara Eliya,18.78,8.46
2015-05-18,Nuwara Eliya,19.46,2.26
2015-05-25,Nuwara Eliya,19.81,3.29
2015-06-01,Nuwara Eliya,18.94,6.99
2015-06-08,Nuwara Eliya,18.79,2.44
2015-06-15,Nuwara Eliya,18.8,2.84
2015-06-22,Nuwara Eliya,18.93,4.0
2015-06-29,Nuwara Eliya,18.9,3.87
2015-07-06,Nuwara Eliya,19.01,2.37
2015-07-13,Nuwara Eliya,18.79,8.49
2015-07-20,Nuwara Eliya,18.55,4.89
2015-07-27,Nuwara Eliya,18.38,2.1
2015-08-03,Nuwara Eliya,18.91,3.71
2015-08-10,Nuwara Eliya,19.02,10.1
2015-08-17,Nuwara Eliya,18.49,7.57
2015-08-24,Nuwara Eliya,18.59,4.37
2015-08-31,Nuwara Eliya,18.64,9.33
2015-09-07,Nuwara Eliya,18.21,5.06
2015-09-14,Nuwara Eliya,19.03,6.26
2015-09-21,Nuwara Eliya,18.59,14.99
2015-09-28,Nuwara Eliya,18.04,10.07
2015-10-05,Nuwara Eliya,18.46,6.21
2015-10-12,Nuwara Eliya,18.36,23.8
2015-10-19,Nuwara Eliya,18.16,34.74
2015-10-26,Nuwara Eliya,17.58,29.26
2015-11-02,Nuwara Eliya,17.92,19.6
2015-11-09,Nuwara Eliya,17.73,14.07
2015-11-16,Nuwara Eliya,18.01,8.33
2015-11-23,Nuwara Eliya,17.75,7.46
2015-11-30,Nuwara Eliya,17.94,14.87
2015-12-07,Nuwara Eliya,18.41,17.01
2015-12-14,Nuwara Eliya,17.59,6.11
2015-12-21,Nuwara Eliya,17.06,1.44
2015-12-28,Nuwara Eliya,17.85,2.9
2016-01-04,Nuwara Eliya,17.81,3.56
2016-01-11,Nuwara Eliya,17.74,0.11
2016-01-18,Nuwara Eliya,18.39,2.23
2016-01-25,Nuwara Eliya,17.77,1.06
2016-02-01,Nuwara Eliya,17.51,0.03
2016-02-08,Nuwara Eliya,19.18,0.29
2016-02-15,Nuwara Eliya,18.34,4.01
2016-02-22,Nuwara Eliya,18.32,1.89
2016-02-29,Nuwara Eliya,19.09,0.63
2016-03-07,Nuwara Eliya,20.13,0.31
2016-03-14,Nuwara Eliya,20.75,0.0
2016-03-21,Nuwara Eliya,20.76,0.06
2016-03-28,Nuwara Eliya,19.33,7.27
2016-04-04,Nuwara Eliya,19.78,3.14
2016-04-11,Nuwara Eliya,19.86,2.8
2016-04-18,Nuwara Eliya,20.31,3.06
2016-04-25,Nuwara Eliya,20.01,7.26
2016-05-02,Nuwara Eliya,19.46,6.61
2016-05-09,Nuwara Eliya,18.56,37.7
2016-05-16,Nuwara Eliya,19.36,23.4
2016-05-23,Nuwara Eliya,19.81,3.66
2016-05-30,Nuwara Eliya,19.14,2.77
2016-06-06,Nuwara Eliya,19.19,3.89
2016-06-13,Nuwara Eliya,18.66,4.24
2016-06-20,Nuwara Eliya,18.27,7.1
2016-06-27,Nuwara Eliya,19.11,2.33
2016-07-04,Nuwara Eliya,19.15,2.9
2016-07-11,Nuwara Eliya,18.61,10.09
2016-07-18,Nuwara Eliya,18.42,3.86
2016-07-25,Nuwara Eliya,18.22,11.33
2016-08-01,Nuwara Eliya,18.48,1.11
2016-08-08,Nuwara Eliya,18.79,3.04
2016-08-15,Nuwara Eliya,18.74,4.06
2016-08-22,Nuwara Eliya,18.61,6.71
2016-08-29,Nuwara Eliya,18.59,5.43
2016-09-05,Nuwara Eliya,18.21,0.99
2016-09-12,Nuwara Eliya,18.78,4.27
2016-09-19,Nuwara Eliya,18.86,1.79
2016-09-26,Nuwara Eliya,19.01,2.23
2016-10-03,Nuwara Eliya,18.36,2.06
2016-10-10,Nuwara Eliya,18.72,7.6
2016-10-17,Nuwara Eliya,17.91,5.96
2016-10-24,Nuwara Eliya,17.74,9.0
2016-10-31,Nuwara Eliya,18.09,16.96
2016-11-07,Nuwara Eliya,17.44,4.96
2016-11-14,Nuwara Eliya,17.59,15.87
2016-11-21,Nuwara Eliya,18.05,9.13
2016-11-28,Nuwara Eliya,17.36,0.14
2016-12-05,Nuwara Eliya,17.6,1.61
2016-12-12,Nuwara Eliya,17.19,2.1
2016-12-19,Nuwara Eliya,17.46,2.19
2016-12-26,Nuwara Eliya,17.14,3.93
2017-01-02,Nuwara Eliya,13.68,0.57
2017-01-09,Nuwara Eliya,13.29,0.01
2017-01-16,Nuwara Eliya,14.51,2.53
2017-01-23,Nuwara Eliya,15.7,14.5
2017-01-30,Nuwara Eliya,14.29,0.77
2017-02-06,Nuwara Eliya,15.21,1.59
2017-02-13,Nuwara Eliya,14.33,3.87
2017-02-20,Nuwara Eliya,15.49,2.43
2017-02-27,Nuwara Eliya,15.44,5.97
2017-03-06,Nuwara Eliya,16.87,3.01
2017-03-13,Nuwara Eliya,16.09,1.51
2017-03-20,Nuwara Eliya,15.59,0.21
2017-03-27,Nuwara Eliya,16.89,3.0
2017-04-03,Nuwara Eliya,16.77,4.24
2017-04-10,Nuwara Eliya,17.01,2.36
2017-04-17,Nuwara Eliya,18.14,0.01
2017-04-24,Nuwara Eliya,18.43,0.39
2017-05-01,Nuwara Eliya,18.26,3.46
2017-05-08,Nuwara Eliya,17.84,3.1
2017-05-15,Nuwara Eliya,18.31,4.29
2017-05-22,Nuwara Eliya,17.39,3.44
2017-05-29,Nuwara Eliya,16.52,3.07
2017-06-05,Nuwara Eliya,16.97,0.27
2017-06-12,Nuwara Eliya,17.61,1.54
2017-06-19,Nuwara Eliya,16.91,3.44
2017-06-26,Nuwara Eliya,16.51,1.13
2017-07-03,Nuwara Eliya,16.86,0.61
2017-07-10,Nuwara Eliya,16.49,0.31
2017-07-17,Nuwara Eliya,17.19,0.16
2017-07-24,Nuwara Eliya,17.46,1.04
2017-07-31,Nuwara Eliya,16.96,0.79
2017-08-07,Nuwara Eliya,17.51,1.91
2017-08-14,Nuwara Eliya,16.51,2.0
2017-08-21,Nuwara Eliya,16.45,1.13
2017-08-28,Nuwara Eliya,16.86,6.1
2017-09-04,Nuwara Eliya,16.4,6.76
2017-09-11,Nuwara Eliya,16.34,1.56
2017-09-18,Nuwara Eliya,16.29,0.71
2017-09-25,Nuwara Eliya,16.53,0.64
2017-10-02,Nuwara Eliya,17.18,2.5
2017-10-09,Nuwara Eliya,16.48,3.27
2017-10-16,Nuwara Eliya,16.48,1.91
2017-10-23,Nuwara Eliya,16.84,15.79
2017-10-30,Nuwara Eliya,16.35,12.53
2017-11-06,Nuwara Eliya,15.95,6.27
2017-11-13,Nuwara Eliya,15.99,0.74
2017-11-20,Nuwara Eliya,15.29,10.21
2017-11-27,Nuwara Eliya,15.61,28.33
2017-12-04,Nuwara Eliya,15.81,2.79
2017-12-11,Nuwara Eliya,15.43,2.47
2017-12-18,Nuwara Eliya,14.21,2.71
2017-12-25,Nuwara Eliya,15.24,3.16
2018-01-01,Nuwara Eliya,13.75,0.3
2018-01-08,Nuwara Eliya,14.48,2.0
2018-01-15,Nuwara Eliya,14.22,0.06
